filename,flag,start,duration,word,tokenized,count_tokens,sp_id_and_ch_id,filename_path
LSP-16759-0027_1,1,4.03,0.58,ACTOR,"['▁a', 'ct', 'or']",3,-16759-0027,"./train-other-500/4415/16759/4415-16759-0027.flac
"
LSP-134707-0017_1,1,4.02,0.57,HAVING,"['▁ha', 'v', 'ing']",3,-134707-0017,"./train-clean-360/1001/134707/1001-134707-0017.flac
"
LSP-59288-0018_1,1,4.46,0.51,OLDER,"['▁o', 'ld', 'er']",3,-59288-0018,"./train-clean-360/5189/59288/5189-59288-0018.flac
"
LSP-283136-0073_1,1,2.17,0.55,RIGHTLY,"['▁r', 'ight', 'ly']",3,-283136-0073,"./train-other-500/8444/283136/8444-283136-0073.flac
"
LSP-131710-0160_1,1,14.04,0.5,POPE,"['▁p', 'o', 'pe']",3,-131710-0160,"./train-other-500/2246/131710/2246-131710-0160.flac
"
LSP-130530-0009_1,1,6.71,0.51,ADD,"['▁a', 'd', 'd']",3,-130530-0009,"./train-clean-360/1379/130530/1379-130530-0009.flac
"
LSP-231844-0019_1,1,1.16,0.52,DOINGS,"['▁do', 'ing', 's']",3,-231844-0019,"./train-other-500/5765/231844/5765-231844-0019.flac
"
LSP-138032-0058_1,1,2.69,0.53,VISOR,"['▁v', 'is', 'or']",3,-138032-0058,"./train-clean-360/1801/138032/1801-138032-0058.flac
"
LSP-134409-0072_1,1,5.46,0.51,MONTH,"['▁m', 'on', 'th']",3,-134409-0072,"./train-other-500/3500/134409/3500-134409-0072.flac
"
LSP-141268-0012_1,1,1.21,0.57,EXACT,"['▁ex', 'ac', 't']",3,-141268-0012,"./train-clean-360/1226/141268/1226-141268-0012.flac
"
LSP-292253-0013_1,1,7.63,0.6,THOMAS,"['▁th', 'om', 'as']",3,-292253-0013,"./train-clean-360/8825/292253/8825-292253-0013.flac
"
LSP-142858-0040_1,1,3.51,0.59,TROT,"['▁t', 'r', 'ot']",3,-142858-0040,"./train-clean-360/1800/142858/1800-142858-0040.flac
"
LSP-126549-0070_1,1,2.04,0.69,PILLS,"['▁p', 'ill', 's']",3,-126549-0070,"./train-other-500/1152/126549/1152-126549-0070.flac
"
LSP-41998-0021_1,1,10.67,0.58,STENCH,"['▁st', 'en', 'ch']",3,-41998-0021,"./train-clean-100/6081/41998/6081-41998-0021.flac
"
LSP-7146-0016_1,1,6.05,0.5,ANNE,"['▁an', 'n', 'e']",3,-7146-0016,"./train-clean-100/4214/7146/4214-7146-0016.flac
"
LSP-25951-0073_1,1,14.94,0.58,CREST,"['▁c', 're', 'st']",3,-25951-0073,"./train-clean-360/4770/25951/4770-25951-0073.flac
"
LSP-27491-0006_1,1,13.39,0.56,GALS,"['▁g', 'al', 's']",3,-27491-0006,"./train-other-500/5361/27491/5361-27491-0006.flac
"
LSP-23281-0049_1,1,9.7,0.56,SAKES,"['▁sa', 'k', 'es']",3,-23281-0049,"./train-clean-360/4926/23281/4926-23281-0049.flac
"
LSP-150915-0047_1,1,10.43,0.57,JANUS,"['▁j', 'an', 'us']",3,-150915-0047,"./train-clean-360/2334/150915/2334-150915-0047.flac
"
LSP-90866-0007_1,1,7.86,0.54,COKE,"['▁c', 'o', 'ke']",3,-90866-0007,"./train-other-500/4455/90866/4455-90866-0007.flac
"
LSP-121900-0041_1,1,5.99,0.51,THRILL,"['▁th', 'r', 'ill']",3,-121900-0041,"./train-other-500/613/121900/613-121900-0041.flac
"
LSP-121665-0035_1,1,12.97,0.57,STRAY,"['▁st', 'r', 'ay']",3,-121665-0035,"./train-clean-100/289/121665/289-121665-0035.flac
"
LSP-134792-0009_1,1,8.57,0.53,FEARED,"['▁fe', 'a', 'red']",3,-134792-0009,"./train-clean-360/2775/134792/2775-134792-0009.flac
"
LSP-135206-0120_1,1,3.53,0.52,HALT,"['▁ha', 'l', 't']",3,-135206-0120,"./train-other-500/1161/135206/1161-135206-0120.flac
"
LSP-8888-0067_1,1,9.55,0.61,GILES,"['▁g', 'il', 'es']",3,-8888-0067,"./train-other-500/3911/8888/3911-8888-0067.flac
"
LSP-94827-0036_1,1,14.97,0.56,CANE,"['▁c', 'an', 'e']",3,-94827-0036,"./train-other-500/7333/94827/7333-94827-0036.flac
"
LSP-130880-0013_1,1,0.59,0.74,ROTATION,"['▁r', 'ot', 'ation']",3,-130880-0013,"./train-clean-100/229/130880/229-130880-0013.flac
"
LSP-123998-0004_1,1,13.27,0.57,FABLE,"['▁f', 'a', 'ble']",3,-123998-0004,"./train-clean-360/154/123998/154-123998-0004.flac
"
LSP-190740-0022_1,1,4.8,0.59,VACATION,"['▁v', 'ac', 'ation']",3,-190740-0022,"./train-other-500/4379/190740/4379-190740-0022.flac
"
LSP-140071-0003_1,1,5.87,0.52,PIKE,"['▁p', 'i', 'ke']",3,-140071-0003,"./train-clean-360/1482/140071/1482-140071-0003.flac
"
LSP-31099-0020_1,1,1.33,0.53,SEEK,"['▁se', 'e', 'k']",3,-31099-0020,"./train-other-500/5013/31099/5013-31099-0020.flac
"
LSP-291953-0005_1,1,4.65,0.56,ODE,"['▁o', 'd', 'e']",3,-291953-0005,"./train-clean-360/8677/291953/8677-291953-0005.flac
"
LSP-122623-0033_1,1,13.05,0.52,FILES,"['▁f', 'il', 'es']",3,-122623-0033,"./train-other-500/1664/122623/1664-122623-0033.flac
"
LSP-135212-0046_1,1,10.52,0.5,LINEN,"['▁l', 'in', 'en']",3,-135212-0046,"./train-other-500/1006/135212/1006-135212-0046.flac
"
LSP-45511-0000_1,1,12.19,0.56,NESTS,"['▁n', 'est', 's']",3,-45511-0000,"./train-other-500/4511/45511/4511-45511-0000.flac
"
LSP-6557-0034_1,1,2.18,0.5,TRIP,"['▁t', 'ri', 'p']",3,-6557-0034,"./train-clean-360/3927/6557/3927-6557-0034.flac
"
LSP-76579-0036_1,1,0.76,0.55,AKIN,"['▁a', 'k', 'in']",3,-76579-0036,"./train-other-500/6954/76579/6954-76579-0036.flac
"
LSP-109176-0024_1,1,14.39,0.5,SHOAL,"['▁sh', 'o', 'al']",3,-109176-0024,"./train-clean-360/7959/109176/7959-109176-0024.flac
"
LSP-2331-0038_1,1,11.75,0.66,ASCOT,"['▁as', 'c', 'ot']",3,-2331-0038,"./train-other-500/7009/2331/7009-2331-0038.flac
"
LSP-178459-0002_1,1,2.57,0.5,DINE,"['▁d', 'in', 'e']",3,-178459-0002,"./train-clean-100/3982/178459/3982-178459-0002.flac
"
LSP-184265-0022_1,1,6.91,0.62,DINE,"['▁d', 'in', 'e']",3,-184265-0022,"./train-clean-360/4039/184265/4039-184265-0022.flac
"
LSP-157947-0006_1,1,3.72,0.51,STALLS,"['▁st', 'all', 's']",3,-157947-0006,"./train-other-500/2671/157947/2671-157947-0006.flac
"
LSP-104515-0010_1,1,3.39,0.51,PULL,"['▁p', 'u', 'll']",3,-104515-0010,"./train-other-500/8033/104515/8033-104515-0010.flac
"
LSP-135580-0086_1,1,1.04,0.61,MYSELF,"['▁my', 'se', 'lf']",3,-135580-0086,"./train-clean-360/1825/135580/1825-135580-0086.flac
"
LSP-64063-0000_1,1,13.05,0.79,STAYER,"['▁st', 'ay', 'er']",3,-64063-0000,"./train-other-500/6324/64063/6324-64063-0000.flac
"
LSP-160887-0008_1,1,11.95,0.76,SPIN,"['▁s', 'p', 'in']",3,-160887-0008,"./train-other-500/1545/160887/1545-160887-0008.flac
"
LSP-134828-0034_1,1,8.74,0.59,ERECT,"['▁e', 're', 'ct']",3,-134828-0034,"./train-other-500/1110/134828/1110-134828-0034.flac
"
LSP-185349-0030_1,1,4.89,0.5,ANEW,"['▁an', 'e', 'w']",3,-185349-0030,"./train-other-500/4161/185349/4161-185349-0030.flac
"
LSP-125002-0017_1,1,5.19,0.56,EXETER,"['▁ex', 'et', 'er']",3,-125002-0017,"./train-clean-360/475/125002/475-125002-0017.flac
"
LSP-146849-0018_1,1,2.08,0.55,SOILS,"['▁so', 'il', 's']",3,-146849-0018,"./train-other-500/1685/146849/1685-146849-0018.flac
"
LSP-46889-0119_1,1,0.37,0.5,DEPEND,"['▁de', 'pe', 'nd']",3,-46889-0119,"./train-clean-360/5776/46889/5776-46889-0119.flac
"
LSP-163371-0012_1,1,14.59,0.52,FIST,"['▁f', 'is', 't']",3,-163371-0012,"./train-other-500/915/163371/915-163371-0012.flac
"
LSP-134828-0038_1,1,4.46,0.5,MIDST,"['▁m', 'id', 'st']",3,-134828-0038,"./train-other-500/1110/134828/1110-134828-0038.flac
"
LSP-54659-0010_1,1,3.06,0.52,STAYING,"['▁st', 'ay', 'ing']",3,-54659-0010,"./train-clean-360/5868/54659/5868-54659-0010.flac
"
LSP-141270-0011_1,1,3.21,0.51,SAILED,"['▁sa', 'il', 'ed']",3,-141270-0011,"./train-clean-360/1226/141270/1226-141270-0011.flac
"
LSP-160609-0006_1,1,6.41,0.78,SIAM,"['▁s', 'i', 'am']",3,-160609-0006,"./train-other-500/2587/160609/2587-160609-0006.flac
"
LSP-169288-0020_1,1,0.56,0.5,NOTICED,"['▁not', 'ic', 'ed']",3,-169288-0020,"./train-other-500/3257/169288/3257-169288-0020.flac
"
LSP-134785-0029_1,1,5.96,0.53,HIMSELF,"['▁him', 'se', 'lf']",3,-134785-0029,"./train-clean-360/2498/134785/2498-134785-0029.flac
"
LSP-145715-0039_1,1,7.86,0.56,DOORS,"['▁do', 'or', 's']",3,-145715-0039,"./train-clean-100/1898/145715/1898-145715-0039.flac
"
LSP-276748-0120_1,1,0.58,0.64,TAX,"['▁t', 'a', 'x']",3,-276748-0120,"./train-other-500/8322/276748/8322-276748-0120.flac
"
LSP-141716-0038_1,1,5.31,0.6,ITSELF,"['▁it', 'se', 'lf']",3,-141716-0038,"./train-other-500/2262/141716/2262-141716-0038.flac
"
LSP-144986-0015_1,1,2.2,0.66,FENCE,"['▁f', 'en', 'ce']",3,-144986-0015,"./train-clean-360/2688/144986/2688-144986-0015.flac
"
LSP-274116-0013_1,1,4.18,0.5,FRAMES,"['▁fr', 'am', 'es']",3,-274116-0013,"./train-clean-100/8063/274116/8063-274116-0013.flac
"
LSP-129232-0093_1,1,8.05,0.65,WANDER,"['▁w', 'and', 'er']",3,-129232-0093,"./train-other-500/102/129232/102-129232-0093.flac
"
LSP-134657-0016_1,1,1.6,0.51,ELIS,"['▁e', 'l', 'is']",3,-134657-0016,"./train-clean-360/949/134657/949-134657-0016.flac
"
LSP-133046-0072_1,1,10.7,0.68,HIMSELF,"['▁him', 'se', 'lf']",3,-133046-0072,"./train-other-500/1977/133046/1977-133046-0072.flac
"
LSP-126651-0033_1,1,13.6,0.66,HEARTH,"['▁he', 'ar', 'th']",3,-126651-0033,"./train-other-500/153/126651/153-126651-0033.flac
"
LSP-128264-0026_1,1,2.63,0.54,SHRILL,"['▁sh', 'r', 'ill']",3,-128264-0026,"./train-other-500/1096/128264/1096-128264-0026.flac
"
LSP-100289-0015_1,1,9.21,0.62,TESTS,"['▁t', 'est', 's']",3,-100289-0015,"./train-clean-100/5750/100289/5750-100289-0015.flac
"
LSP-16980-0023_1,1,13.8,0.51,PIER,"['▁p', 'i', 'er']",3,-16980-0023,"./train-other-500/3798/16980/3798-16980-0023.flac
"
LSP-167426-0008_1,1,8.84,0.56,RESTING,"['▁re', 'st', 'ing']",3,-167426-0008,"./train-other-500/3272/167426/3272-167426-0008.flac
"
LSP-258283-0046_1,1,10.26,0.59,THEREOF,"['▁there', 'o', 'f']",3,-258283-0046,"./train-clean-360/8347/258283/8347-258283-0046.flac
"
LSP-109176-0044_1,1,7.69,0.73,HOTLY,"['▁h', 'ot', 'ly']",3,-109176-0044,"./train-clean-360/7959/109176/7959-109176-0044.flac
"
LSP-167426-0023_1,1,9.53,0.55,RAINS,"['▁r', 'ain', 's']",3,-167426-0023,"./train-other-500/3272/167426/3272-167426-0023.flac
"
LSP-156724-0013_1,1,8.65,0.53,ROPE,"['▁r', 'o', 'pe']",3,-156724-0013,"./train-clean-360/2531/156724/2531-156724-0013.flac
"
LSP-131735-0094_1,1,4.73,0.63,STATIC,"['▁st', 'at', 'ic']",3,-131735-0094,"./train-clean-360/2364/131735/2364-131735-0094.flac
"
LSP-64970-0018_1,1,5.7,0.63,CARES,"['▁c', 'a', 'res']",3,-64970-0018,"./train-other-500/5860/64970/5860-64970-0018.flac
"
LSP-44912-0015_1,1,14.08,0.54,SARA,"['▁s', 'ar', 'a']",3,-44912-0015,"./train-clean-360/6160/44912/6160-44912-0015.flac
"
LSP-121729-0024_1,1,0.48,0.7,NIP,"['▁n', 'i', 'p']",3,-121729-0024,"./train-clean-360/122/121729/122-121729-0024.flac
"
LSP-92925-0029_1,1,6.46,0.74,ROUSING,"['▁r', 'ous', 'ing']",3,-92925-0029,"./train-other-500/7700/92925/7700-92925-0029.flac
"
LSP-12731-0006_1,1,1.59,0.51,DYE,"['▁d', 'y', 'e']",3,-12731-0006,"./train-clean-360/2481/12731/2481-12731-0006.flac
"
LSP-258963-0022_1,1,3.94,0.51,STITCH,"['▁st', 'it', 'ch']",3,-258963-0022,"./train-other-500/7654/258963/7654-258963-0022.flac
"
LSP-20022-0029_1,1,4.18,0.6,DUET,"['▁d', 'u', 'et']",3,-20022-0029,"./train-other-500/3465/20022/3465-20022-0029.flac
"
LSP-21379-0123_1,1,8.94,0.51,KATE,"['▁k', 'at', 'e']",3,-21379-0123,"./train-other-500/5005/21379/5005-21379-0123.flac
"
LSP-94827-0000_1,1,0.17,0.6,DICK,"['▁d', 'ic', 'k']",3,-94827-0000,"./train-other-500/7333/94827/7333-94827-0000.flac
"
LSP-40556-0068_1,1,5.11,0.55,MORN,"['▁m', 'or', 'n']",3,-40556-0068,"./train-clean-360/6157/40556/6157-40556-0068.flac
"
LSP-120274-0031_1,1,8.74,0.52,KITE,"['▁k', 'it', 'e']",3,-120274-0031,"./train-other-500/8441/120274/8441-120274-0031.flac
"
LSP-127690-0004_1,1,10.28,0.56,DEPTH,"['▁de', 'p', 'th']",3,-127690-0004,"./train-other-500/470/127690/470-127690-0004.flac
"
LSP-69517-0034_1,1,8.85,0.55,KATE,"['▁k', 'at', 'e']",3,-69517-0034,"./train-other-500/5220/69517/5220-69517-0034.flac
"
LSP-140277-0002_1,1,1.16,0.52,DOMAIN,"['▁d', 'om', 'ain']",3,-140277-0002,"./train-clean-100/250/140277/250-140277-0002.flac
"
LSP-10798-0013_1,1,0.61,0.53,DEPTH,"['▁de', 'p', 'th']",3,-10798-0013,"./train-clean-360/4010/10798/4010-10798-0013.flac
"
LSP-137106-0037_1,1,0.57,0.5,SIDED,"['▁s', 'id', 'ed']",3,-137106-0037,"./train-clean-360/543/137106/543-137106-0037.flac
"
LSP-286673-0003_1,1,11.77,0.51,LOG,"['▁l', 'o', 'g']",3,-286673-0003,"./train-clean-100/8468/286673/8468-286673-0003.flac
"
LSP-54535-0006_1,1,14.6,0.63,BIBLE,"['▁b', 'i', 'ble']",3,-54535-0006,"./train-clean-100/5778/54535/5778-54535-0006.flac
"
LSP-173592-0009_1,1,0.55,0.6,CONVERSE,"['▁con', 'ver', 'se']",3,-173592-0009,"./train-clean-100/3879/173592/3879-173592-0009.flac
"
LSP-157659-0044_1,1,7.4,0.52,STALLION,"['▁st', 'all', 'ion']",3,-157659-0044,"./train-other-500/2050/157659/2050-157659-0044.flac
"
LSP-2489-0009_1,1,15.58,0.5,NEEDED,"['▁ne', 'ed', 'ed']",3,-2489-0009,"./train-other-500/5181/2489/5181-2489-0009.flac
"
LSP-128275-0042_1,1,6.65,0.68,DEITY,"['▁de', 'it', 'y']",3,-128275-0042,"./train-other-500/1474/128275/1474-128275-0042.flac
"
LSP-30587-0065_1,1,4.29,0.53,SPIT,"['▁s', 'p', 'it']",3,-30587-0065,"./train-other-500/4964/30587/4964-30587-0065.flac
"
LSP-29092-0028_1,1,0.8,0.62,DIRE,"['▁d', 'i', 're']",3,-29092-0028,"./train-clean-360/4945/29092/4945-29092-0028.flac
"
LSP-65554-0043_1,1,7.18,0.52,GALLING,"['▁g', 'all', 'ing']",3,-65554-0043,"./train-clean-360/6339/65554/6339-65554-0043.flac
"
LSP-260923-0021_1,1,5.79,0.78,ELATION,"['▁e', 'l', 'ation']",3,-260923-0021,"./train-other-500/8040/260923/8040-260923-0021.flac
"
LSP-90845-0022_1,1,3.59,0.54,JIG,"['▁j', 'i', 'g']",3,-90845-0022,"./train-other-500/7223/90845/7223-90845-0022.flac
"
LSP-163504-0009_1,1,6.08,0.6,GOOSE,"['▁g', 'oo', 'se']",3,-163504-0009,"./train-other-500/3137/163504/3137-163504-0009.flac
"
LSP-134819-0020_1,1,12.44,0.58,HIMSELF,"['▁him', 'se', 'lf']",3,-134819-0020,"./train-other-500/1756/134819/1756-134819-0020.flac
"
LSP-130103-0020_1,1,5.55,0.5,SAVING,"['▁sa', 'v', 'ing']",3,-130103-0020,"./train-clean-360/510/130103/510-130103-0020.flac
"
LSP-150679-0017_1,1,13.38,0.63,SIEGE,"['▁s', 'ie', 'ge']",3,-150679-0017,"./train-other-500/2292/150679/2292-150679-0017.flac
"
LSP-19132-0037_1,1,13.21,0.58,DRILY,"['▁d', 'ri', 'ly']",3,-19132-0037,"./train-clean-360/4064/19132/4064-19132-0037.flac
"
LSP-246984-0008_1,1,13.97,0.52,PILED,"['▁p', 'il', 'ed']",3,-246984-0008,"./train-other-500/8778/246984/8778-246984-0008.flac
"
LSP-256226-0004_1,1,13.35,0.57,MENES,"['▁m', 'en', 'es']",3,-256226-0004,"./train-other-500/6892/256226/6892-256226-0004.flac
"
LSP-76853-0036_1,1,2.43,0.58,ACTING,"['▁a', 'ct', 'ing']",3,-76853-0036,"./train-other-500/4078/76853/4078-76853-0036.flac
"
LSP-76579-0091_1,1,7.0,0.68,LIVELY,"['▁li', 've', 'ly']",3,-76579-0091,"./train-other-500/6954/76579/6954-76579-0091.flac
"
LSP-146849-0002_1,1,2.2,0.54,DRIED,"['▁d', 'ri', 'ed']",3,-146849-0002,"./train-other-500/1685/146849/1685-146849-0002.flac
"
LSP-132996-0015_1,1,14.11,0.84,MYSELF,"['▁my', 'se', 'lf']",3,-132996-0015,"./train-other-500/551/132996/551-132996-0015.flac
"
LSP-96175-0018_1,1,1.33,0.5,DATES,"['▁d', 'at', 'es']",3,-96175-0018,"./train-clean-360/6895/96175/6895-96175-0018.flac
"
LSP-102415-0047_1,1,9.78,0.58,MAIL,"['▁m', 'a', 'il']",3,-102415-0047,"./train-other-500/3934/102415/3934-102415-0047.flac
"
LSP-246940-0028_1,1,2.4,0.65,JURY,"['▁j', 'ur', 'y']",3,-246940-0028,"./train-clean-100/8465/246940/8465-246940-0028.flac
"
LSP-130625-0055_1,1,6.02,0.56,PACK,"['▁p', 'ac', 'k']",3,-130625-0055,"./train-clean-360/953/130625/953-130625-0055.flac
"
LSP-76151-0042_1,1,5.31,0.6,WITS,"['▁w', 'it', 's']",3,-76151-0042,"./train-other-500/6784/76151/6784-76151-0042.flac
"
LSP-126232-0056_1,1,2.43,0.5,BEAMS,"['▁be', 'am', 's']",3,-126232-0056,"./train-clean-360/899/126232/899-126232-0056.flac
"
LSP-129024-0022_1,1,1.44,0.59,WINES,"['▁w', 'in', 'es']",3,-129024-0022,"./train-other-500/551/129024/551-129024-0022.flac
"
LSP-138053-0012_1,1,15.6,0.57,SLAY,"['▁s', 'l', 'ay']",3,-138053-0012,"./train-other-500/3314/138053/3314-138053-0012.flac
"
LSP-34600-0032_1,1,15.07,0.61,LANES,"['▁l', 'an', 'es']",3,-34600-0032,"./train-clean-100/6209/34600/6209-34600-0032.flac
"
LSP-296468-0014_1,1,5.28,0.53,LOWEST,"['▁l', 'ow', 'est']",3,-296468-0014,"./train-clean-360/9023/296468/9023-296468-0014.flac
"
LSP-5912-0014_1,1,8.58,0.56,DOUBLE,"['▁d', 'ou', 'ble']",3,-5912-0014,"./train-clean-360/3118/5912/3118-5912-0014.flac
"
LSP-36146-0009_1,1,5.37,0.53,BUSY,"['▁b', 'us', 'y']",3,-36146-0009,"./train-clean-360/2149/36146/2149-36146-0009.flac
"
LSP-853-0086_1,1,9.07,0.52,PINCH,"['▁p', 'in', 'ch']",3,-853-0086,"./train-other-500/75/853/75-853-0086.flac
"
LSP-145742-0013_1,1,9.21,0.87,FAMOUS,"['▁f', 'am', 'ous']",3,-145742-0013,"./train-clean-360/1509/145742/1509-145742-0013.flac
"
LSP-184447-0064_1,1,2.16,0.57,WADE,"['▁w', 'ad', 'e']",3,-184447-0064,"./train-clean-360/4111/184447/4111-184447-0064.flac
"
LSP-134728-0052_1,1,1.26,0.63,HAIRS,"['▁ha', 'ir', 's']",3,-134728-0052,"./train-clean-360/454/134728/454-134728-0052.flac
"
LSP-8663-0001_1,1,2.27,0.67,REGENT,"['▁re', 'g', 'ent']",3,-8663-0001,"./train-other-500/2895/8663/2895-8663-0001.flac
"
LSP-131527-0030_1,1,1.74,0.66,JESTING,"['▁j', 'est', 'ing']",3,-131527-0030,"./train-other-500/1804/131527/1804-131527-0030.flac
"
LSP-118202-0020_1,1,7.27,0.57,ACRES,"['▁a', 'c', 'res']",3,-118202-0020,"./train-other-500/8169/118202/8169-118202-0020.flac
"
LSP-130494-0013_1,1,5.96,0.61,POMP,"['▁p', 'om', 'p']",3,-130494-0013,"./train-clean-360/1390/130494/1390-130494-0013.flac
"
LSP-142727-0043_1,1,1.82,0.6,DOMAIN,"['▁d', 'om', 'ain']",3,-142727-0043,"./train-clean-360/296/142727/296-142727-0043.flac
"
LSP-187466-0018_1,1,12.88,0.53,SEAMAN,"['▁se', 'am', 'an']",3,-187466-0018,"./train-clean-360/711/187466/711-187466-0018.flac
"
LSP-172156-0020_1,1,15.06,0.56,THORN,"['▁th', 'or', 'n']",3,-172156-0020,"./train-clean-360/3330/172156/3330-172156-0020.flac
"
LSP-49755-0027_1,1,2.81,0.61,COIL,"['▁c', 'o', 'il']",3,-49755-0027,"./train-clean-360/6258/49755/6258-49755-0027.flac
"
LSP-58843-0006_1,1,3.76,0.53,GEES,"['▁g', 'e', 'es']",3,-58843-0006,"./train-clean-360/6104/58843/6104-58843-0006.flac
"
LSP-1814-0012_1,1,1.77,0.52,PALLID,"['▁p', 'all', 'id']",3,-1814-0012,"./train-other-500/4766/1814/4766-1814-0012.flac
"
LSP-274562-0033_1,1,13.75,0.65,AIMS,"['▁a', 'im', 's']",3,-274562-0033,"./train-clean-100/7780/274562/7780-274562-0033.flac
"
LSP-6556-0026_1,1,3.16,0.59,DEPOT,"['▁de', 'p', 'ot']",3,-6556-0026,"./train-clean-360/3927/6556/3927-6556-0026.flac
"
LSP-153728-0022_1,1,1.88,0.55,HEROES,"['▁her', 'o', 'es']",3,-153728-0022,"./train-clean-360/2388/153728/2388-153728-0022.flac
"
LSP-129024-0043_1,1,14.9,0.55,VILLAS,"['▁v', 'ill', 'as']",3,-129024-0043,"./train-other-500/551/129024/551-129024-0043.flac
"
LSP-10766-0030_1,1,5.3,0.63,CANE,"['▁c', 'an', 'e']",3,-10766-0030,"./train-other-500/5355/10766/5355-10766-0030.flac
"
LSP-145706-0019_1,1,1.25,0.63,SIGHTED,"['▁s', 'ight', 'ed']",3,-145706-0019,"./train-clean-100/2092/145706/2092-145706-0019.flac
"
LSP-123523-0033_1,1,12.64,0.51,CARTER,"['▁c', 'ar', 'ter']",3,-123523-0033,"./train-clean-100/302/123523/302-123523-0033.flac
"
LSP-283469-0017_1,1,3.51,0.64,HAPPEN,"['▁ha', 'pp', 'en']",3,-283469-0017,"./train-other-500/8415/283469/8415-283469-0017.flac
"
LSP-64718-0060_1,1,4.93,0.64,NEEDLE,"['▁ne', 'ed', 'le']",3,-64718-0060,"./train-other-500/6641/64718/6641-64718-0060.flac
"
